source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,Do you notice we are not having a gun debate right now? That's because they used knives and a truck!,Sun Jun 04 11:43:30 +0000 2017,50591,168637,FALSE,871331574649901056
Twitter for iPhone,"People, the lawyers and the courts can call it whatever they want, but I am calling it what we need and what it is, a TRAVEL BAN!",Mon Jun 05 10:25:02 +0000 2017,21969,90410,FALSE,871674214356484096
Twitter for iPhone,"The Justice Dept. should have stayed with the original Travel Ban, not the watered down, politically correct version they submitted to S.C.",Mon Jun 05 10:29:08 +0000 2017,15606,72427,FALSE,871675245043888128
Twitter for iPhone,The Justice Dept. should ask for an expedited hearing of the watered down Travel Ban before the Supreme Court - &amp; seek much tougher version!,Mon Jun 05 10:37:59 +0000 2017,15040,66932,FALSE,871677472202477568
Twitter for iPhone,In any event we are EXTREME VETTING people coming into the U.S. in order to help keep our country safe. The courts are slow and political!,Mon Jun 05 10:44:18 +0000 2017,20282,90754,FALSE,871679061847879682
Twitter for iPhone,".@foxandfriends  Dems are taking forever to approve my people, including Ambassadors. They are nothing but OBSTRUCTIONISTS! Want approvals.",Mon Jun 05 13:35:00 +0000 2017,21201,80877,FALSE,871722020278587393
Twitter for iPhone,"Pathetic excuse by London Mayor Sadiq Khan who had to think fast on his ""no reason to be alarmed"" statement. MSM is working hard to sell it!",Mon Jun 05 13:49:56 +0000 2017,29370,97128,FALSE,871725780535062528
Twitter Ads,".@SecShulkin's decision is one of the biggest wins for our VETERANS in decades. Our HEROES deserve the best! 
➡️… https://t.co/RnNp9q7Tdh",Mon Jun 05 20:45:05 +0000 2017,9650,43754,FALSE,871830255396192256
Twitter Ads,"Today, I announced an Air Traffic Control Initiative to take American air travel into the future - finally!
➡️… https://t.co/NIIorkSRJN",Mon Jun 05 21:25:16 +0000 2017,12804,60074,FALSE,871840367070412800
Twitter for iPhone,"That's right, we need a TRAVEL BAN for certain DANGEROUS countries, not some politically correct term that won't help us protect our people!",Tue Jun 06 01:20:17 +0000 2017,32010,122724,FALSE,871899511525961728
Twitter for iPhone,RT @foxandfriends: Sen. Ted Cruz: Trump's air traffic control plan is a 'win-win' for Democrats and Republicans https://t.co/TsggUEfOO2,Tue Jun 06 10:41:25 +0000 2017,6926,0,TRUE,872040726120550404
Twitter for iPhone,"RT @foxandfriends: FOX NEWS ALERT: ISIS claims responsibility for hostage siege in Melbourne, Australia that killed 1 person and injured 3…",Tue Jun 06 10:43:17 +0000 2017,8484,0,TRUE,872041195618349056
Twitter for iPhone,Big meeting today with Republican leadership concerning Tax Cuts and Healthcare. We are all pushing hard - must get it right!,Tue Jun 06 10:51:39 +0000 2017,12932,72350,FALSE,872043300949295104
Twitter for iPhone,The FAKE MSM is working so hard trying to get me not to use Social Media. They hate that I can get the honest and unfiltered message out.,Tue Jun 06 11:58:00 +0000 2017,28097,113941,FALSE,872059997429022722
Twitter for iPhone,During my recent trip to the Middle East I stated that there can no longer be funding of Radical Ideology. Leaders pointed to Qatar - look!,Tue Jun 06 12:06:35 +0000 2017,87163,79181,FALSE,872062159789985792
Twitter for iPhone,"Sorry folks, but if I would have relied on the Fake News of CNN, NBC, ABC, CBS, washpost or nytimes, I would have had ZERO chance winning WH",Tue Jun 06 12:15:36 +0000 2017,26473,108333,FALSE,872064426568036353
Twitter for iPhone,So good to see the Saudi Arabia visit with the King and 50 countries already paying off. They said they would take a hard line on funding...,Tue Jun 06 13:36:50 +0000 2017,41498,68556,FALSE,872084870620520448
Twitter for iPhone,"...extremism, and all reference was pointing to Qatar. Perhaps this will be the beginning of the end to the horror of terrorism!",Tue Jun 06 13:44:55 +0000 2017,43776,70116,FALSE,872086906804240384
Twitter for iPhone,Today we remember the courage and bravery of our troops that stormed the beaches of Normandy 73 years ago. #DDay… https://t.co/zhR24dMzYB,Tue Jun 06 17:47:33 +0000 2017,27081,101067,FALSE,872147965451882496
Twitter Ads,"Great meeting with @HouseGOP and @SenateGOP leaders, including @SpeakerRyan, @SenateMajLdr, @GOPLeader, @JohnCornyn… https://t.co/G03W8CEtCS",Wed Jun 07 00:06:50 +0000 2017,9205,45189,FALSE,872243414930264065
Twitter for iPhone,"#ICYMI: Announcement of Air Traffic Control Initiative 

Watch➡️https://t.co/IMiZr22gAw",Wed Jun 07 00:44:56 +0000 2017,7633,42059,FALSE,872253002266161153
Twitter for iPhone,Senate passed the VA Accountability Act. The House should get this bill to my desk ASAP! We can’t tolerate substandard care for our vets.,Wed Jun 07 01:07:39 +0000 2017,24787,104378,FALSE,872258719404482561
Twitter for iPhone,"I will be nominating Christopher A. Wray, a man of impeccable credentials, to be the new Director of the FBI. Details to follow.",Wed Jun 07 11:44:37 +0000 2017,24451,97952,FALSE,872419018799550464
Twitter for iPhone,"Getting ready to leave for Cincinnati, in the GREAT STATE of OHIO, to meet with ObamaCare victims and talk Healthcare &amp; also Infrastructure!",Wed Jun 07 12:17:13 +0000 2017,17063,90839,FALSE,872427222392504320
Twitter for iPhone,"Despite so many false statements and lies, total and complete vindication...and WOW, Comey is a leaker!",Fri Jun 09 10:10:37 +0000 2017,37128,126953,FALSE,873120139222306817
Twitter for iPhone,Great reporting by @foxandfriends and so many others. Thank you!,Fri Jun 09 10:54:43 +0000 2017,14648,85924,FALSE,873131235614347264
Twitter for iPhone,RT @AlanDersh: We should stop talking about obstruction of justice. No plausible case. We must distinguish crimes from pol sins https://t.c…,Fri Jun 09 14:10:33 +0000 2017,14664,0,TRUE,873180518493429765
Twitter for iPhone,Congratulations to Jeb Hensarling &amp; Republicans on successful House vote to repeal major parts of the 2010 Dodd-Frank financial law. GROWTH!,Fri Jun 09 14:22:00 +0000 2017,17023,80398,FALSE,873183401620230144
Twitter Web Client,"An honor to join the @FaithandFreedom Coalition yesterday. In America, we don't worship government. We worship God.… https://t.co/1ds8BrzUQe",Fri Jun 09 18:28:41 +0000 2017,15214,60938,FALSE,873245481488535554
Twitter Web Client,A great honor to host and welcome leaders from around America to the @WhiteHouse Infrastructure Summit.… https://t.co/5f6cN3HboQ,Fri Jun 09 18:48:54 +0000 2017,12286,60282,FALSE,873250570508922880
Twitter Web Client,"It is time to rebuild OUR country, to bring back OUR jobs, to restore OUR dreams, &amp; yes, to put #AmericaFirst! TY O… https://t.co/2b2bXwxGkA",Fri Jun 09 22:52:23 +0000 2017,21822,92325,FALSE,873311842956914688
Twitter Ads,"Time to start building in our country, with American workers &amp; with American iron, aluminum &amp; steel. It is time to… https://t.co/rGZCRyeCMZ",Sat Jun 10 01:38:15 +0000 2017,21877,94622,FALSE,873353586025132038
Twitter Ads,America is going to build again. Under budget and ahead of schedule. Time to put #AmericaFirst! #InfrastructureWeek… https://t.co/D5TbbjXcN3,Sat Jun 10 20:52:00 +0000 2017,19809,80310,FALSE,873643935993708544
Twitter for iPhone,The #FakeNews MSM doesn't report the great economic news since Election Day. #DOW up 16%. #NASDAQ up 19.5%. Drilling &amp; energy sector...,Sun Jun 11 12:22:20 +0000 2017,24411,99607,FALSE,873878061778907137
Twitter for iPhone,"...way up. Regulations way down. 600,000+ new jobs added. Unemployment down to 4.3%. Business and economic enthusiasm way up- record levels!",Sun Jun 11 12:23:01 +0000 2017,19014,88930,FALSE,873878232264822784
Twitter for iPhone,I believe the James Comey leaks will be far more prevalent than anyone ever thought possible. Totally illegal? Very 'cowardly!',Sun Jun 11 12:29:46 +0000 2017,24684,96527,FALSE,873879934040780801
Twitter for iPhone,"The Democrats have no message,  not on economics, not on taxes,  not on jobs, not on failing #Obamacare. They are only OBSTRUCTIONISTS!",Sun Jun 11 12:49:00 +0000 2017,30589,111616,FALSE,873884774041079808
Twitter for iPhone,"My daughter, Ivanka, will be on @foxandfriends tomorrow morning. Enjoy!",Mon Jun 12 02:02:23 +0000 2017,8589,60025,FALSE,874084433460154368
Twitter for iPhone,"RT @foxandfriends: ""Yesterday's hearings provided zero evidence of collusion between our campaign and the Russians because there wasn't any…",Mon Jun 12 02:07:30 +0000 2017,5770,0,TRUE,874085723762286592
Twitter for iPhone,RT @foxandfriends: .@GeraldoRivera: Chances of impeachment went from 3% to 0% with Comey's testimony https://t.co/kfeXKdpJGe,Mon Jun 12 02:09:10 +0000 2017,7794,0,TRUE,874086142425083904
Twitter for iPhone,"Great numbers on the economy. All of our work, including the passage of many bills &amp; regulation killing Executive Orders, now kicking in!",Mon Jun 12 02:14:29 +0000 2017,19144,89422,FALSE,874087477807599616
Twitter for iPhone,Ivanka on @foxandfriends now!,Mon Jun 12 10:55:27 +0000 2017,5068,45592,FALSE,874218586155479040
Twitter for iPhone,We will NEVER FORGET the victims who lost their lives one year ago today in the horrific #PulseNightClub shooting.… https://t.co/7lZGgDJkxZ,Mon Jun 12 16:58:25 +0000 2017,22775,90399,FALSE,874309930232184833
Twitter for iPhone,"Congratulations! 

'First New Coal Mine of Trump Era Opens in Pennsylvania' https://t.co/aIRllxNLQA",Mon Jun 12 17:59:27 +0000 2017,17016,70386,FALSE,874325287143604224
Twitter Ads,"Finally held our first full @Cabinet meeting today. With this great team, we can restore American prosperity and br… https://t.co/b0roksHTFE",Mon Jun 12 21:10:10 +0000 2017,16634,74839,FALSE,874373283919089664
Twitter Web Client,"Congratulations to the 2016 @ClemsonFB Tigers!
Full ceremony: https://t.co/syJUGoMhHJ
#NationalChampions🏈 https://t.co/F23NZoX2BI",Tue Jun 13 00:09:54 +0000 2017,9745,46728,FALSE,874418514240688129
Twitter for iPhone,The Fake News Media has never been so wrong or so dirty. Purposely incorrect stories and phony sources to meet their agenda of hate. Sad!,Tue Jun 13 10:35:55 +0000 2017,25099,97362,FALSE,874576057579565056
Twitter for iPhone,"Well, as predicted, the 9th Circuit did it again - Ruled against the TRAVEL BAN at such a dangerous time in the history of our country. S.C.",Tue Jun 13 10:44:16 +0000 2017,17015,67025,FALSE,874578159676665857
Twitter for iPhone,RT @Corrynmb: @realDonaldTrump Liberals have an agenda and it's not in America's best interest. Keep fighting the good fight! We stand with…,Tue Jun 13 12:07:36 +0000 2017,15166,0,TRUE,874599130018054145
Twitter for iPhone,A.G. Lynch made law enforcement decisions for political purposes...gave Hillary Clinton a free pass and protection. Totally illegal!,Tue Jun 13 12:45:11 +0000 2017,28688,95369,FALSE,874608587473080320
Twitter for iPhone,Fake News is at an all time high. Where is their apology to me for all of the incorrect stories???,Tue Jun 13 12:48:44 +0000 2017,23231,96026,FALSE,874609480301936640
Twitter for iPhone,"Heading to the Great State of Wisconsin to talk about JOBS, JOBS, JOBS! Big progress being made as the Real News is reporting.",Tue Jun 13 13:29:59 +0000 2017,13123,68603,FALSE,874619861019840512
Twitter for iPhone,"2 million more people just dropped out of ObamaCare. It is in a death spiral. Obstructionist Democrats gave up, have no answer = resist!",Tue Jun 13 13:56:20 +0000 2017,21456,83675,FALSE,874626492310978564
Twitter for iPhone,"Just arrived in Wisconsin to discuss JOBS, JOBS, JOBS! #MAGA🇺🇸 https://t.co/lEJ9S817yb",Tue Jun 13 20:41:37 +0000 2017,12677,67349,FALSE,874728484475744257
Twitter for iPhone,The passage of the @DeptVetAffairs Accountability and Whistleblower Protection Act is GREAT news for veterans! I lo… https://t.co/k45aci25BT,Tue Jun 13 23:18:19 +0000 2017,13965,58154,FALSE,874767922295705600
Twitter for iPhone,RT @TuckerCarlson: .@RichardGrenell : @realDonaldTrump told Tillerson he had the full support of the U.S. Gov't to bring #OttoWarmbier home…,Wed Jun 14 02:50:17 +0000 2017,6908,0,TRUE,874821262987730944
Twitter for iPhone,"Just got back from Wisconsin. Great day, great people!",Wed Jun 14 02:53:45 +0000 2017,11894,85859,FALSE,874822136782880768
Twitter for iPhone,"Rep. Steve Scalise of Louisiana, a true friend and patriot, was badly injured but will fully recover. Our thoughts and prayers are with him.",Wed Jun 14 12:48:26 +0000 2017,33044,142370,FALSE,874971795362897921
Twitter for iPhone,"Happy birthday to U.S. ARMY and our soldiers. Thank you for your bravery, sacrifices, &amp; dedication. Proud to be your Commander-in-Chief!",Wed Jun 14 14:07:31 +0000 2017,30031,144619,FALSE,874991696186142721
Twitter for iPhone,"Just left hospital. Rep. Steve Scalise, one of the truly great people, is in very tough shape - but he is a real fighter. Pray for Steve!",Thu Jun 15 01:41:45 +0000 2017,41305,195471,FALSE,875166406417010688
Twitter for iPhone,"They made up a phony collusion with the Russians story, found zero proof, so now they go for obstruction of justice on the phony story. Nice",Thu Jun 15 10:55:37 +0000 2017,42090,144441,FALSE,875305788708974592
Twitter for iPhone,You are witnessing the single greatest WITCH HUNT in American political history - led by some very bad and conflicted people!  #MAGA,Thu Jun 15 11:57:57 +0000 2017,35463,122162,FALSE,875321478849363968
Twitter for iPhone,"Why is that Hillary Clintons family and Dems dealings with Russia are not looked at, but my non-dealings are?",Thu Jun 15 19:43:31 +0000 2017,36781,124937,FALSE,875438639823675392
Twitter for iPhone,"Crooked H destroyed phones w/ hammer, 'bleached' emails, &amp; had husband meet w/AG days before she was cleared- &amp; they talk about obstruction?",Thu Jun 15 19:56:01 +0000 2017,54056,154284,FALSE,875441788110110727
Twitter Web Client,"Thank you Wisconsin! Tuesday was a great success for #WorkforceWeek at @WCTC w/ @IvankaTrump &amp; @GovWalker. 
Remarks… https://t.co/L8o396yYKX",Thu Jun 15 21:43:14 +0000 2017,9432,49507,FALSE,875468769212149760
Media Studio,#CongressionalBaseballGame⚾️ https://t.co/u8InOJTf6D,Thu Jun 15 23:49:24 +0000 2017,17119,75576,FALSE,875500520840060928
Twitter for iPhone,"After 7 months of investigations &amp; committee hearings about my ""collusion with the Russians,""  nobody has been able to show any proof. Sad!",Fri Jun 16 11:53:56 +0000 2017,25548,110443,FALSE,875682853585129472
Twitter for iPhone,The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them,Fri Jun 16 12:23:08 +0000 2017,29017,135395,FALSE,875690204564258816
Twitter for iPhone,"Despite the phony Witch Hunt going on in America, the economic &amp; jobs numbers are great. Regulations way down, jobs and enthusiasm way up!",Fri Jun 16 12:54:22 +0000 2017,24781,112906,FALSE,875698062030778368
Twitter for iPhone,I am being investigated for firing the FBI Director by the man who told me to fire the FBI Director! Witch Hunt,Fri Jun 16 13:07:55 +0000 2017,47625,153281,FALSE,875701471999864833
Twitter for iPhone,Great news! #MAGA https://t.co/pirHR7lAyT,Fri Jun 16 15:12:27 +0000 2017,18156,73067,FALSE,875732813278048256
Media Studio,"""Remarks by President Trump on the Policy of the U.S.A. Towards Cuba""
Video: https://t.co/jUWCjgxX5D
Transcript:… https://t.co/hILCHbPJet",Fri Jun 16 22:18:54 +0000 2017,10546,46393,FALSE,875840132238032897
Twitter for iPhone,"""National Security Presidential Memorandum on Strengthening the Policy of the United States Toward Cuba""
Memorandum… https://t.co/RVr9Dg2hXt",Fri Jun 16 22:32:20 +0000 2017,9381,44120,FALSE,875843513761583104
Twitter for iPhone,Back from Miami where my Cuban/American friends are very happy with what I signed today. Another campaign promise that I did not forget!,Sat Jun 17 01:30:08 +0000 2017,21073,105285,FALSE,875888258407858176
Twitter for iPhone,RT @seanhannity: #Hannity Starts in 30 minutes with @newtgingrich and my monologue on the Deep State’s allies in the media,Sat Jun 17 01:31:01 +0000 2017,5765,0,TRUE,875888479942651909
Twitter for iPhone,Thoughts and prayers with the sailors of USS Fitzgerald and their families. Thank you to our Japanese allies for th… https://t.co/BBvmTFxVkk,Sat Jun 17 14:08:48 +0000 2017,20363,85868,FALSE,876079184417882116
Twitter for iPhone,"The MAKE AMERICA GREAT AGAIN agenda is doing very well despite the distraction of the Witch Hunt. Many new jobs, high business enthusiasm,..",Sun Jun 18 10:38:51 +0000 2017,21269,102054,FALSE,876388733607694336
Twitter for iPhone,"...massive regulation cuts, 36 new legislative bills signed, great new S.C.Justice, and Infrastructure, Healthcare and Tax Cuts in works!",Sun Jun 18 10:46:35 +0000 2017,18026,89002,FALSE,876390681056600066
Twitter for iPhone,"The new Rasmussen Poll, one of the most accurate in the 2016 Election, just out with a Trump 50% Approval Rating.That's higher than O's #'s!",Sun Jun 18 11:02:04 +0000 2017,23060,104478,FALSE,876394578777174021
Twitter for iPhone,"RT @DiamondandSilk: The Media Says:  The President Should Stop Tweeting about Russia. 
 Well, Why Don't the Media Take Their Own Advice &amp; S…",Sun Jun 18 21:07:12 +0000 2017,14442,0,TRUE,876546864669237253
Twitter for iPhone,"RT @DonaldJTrumpJr: Not surprising at all! 
Father Of Otto Warmbier: Obama Admin Told Us To Keep Quiet, Trump Admin Brought Him Home  https…",Sun Jun 18 21:28:25 +0000 2017,17978,0,TRUE,876552203187736577
Twitter for iPhone,Camp David is a very special place. An honor to have spent the weekend there. Military runs it so well and are so proud of what they do!,Sun Jun 18 21:51:39 +0000 2017,18017,108462,FALSE,876558049565188096
Twitter for iPhone,RT @WhiteHouse: Happy Father's Day! https://t.co/32tFoVa4Ov,Sun Jun 18 21:52:26 +0000 2017,8023,0,TRUE,876558248631042049
Twitter for iPhone,Jay Sekulow on @foxandfriends now.,Mon Jun 19 11:59:56 +0000 2017,1174,5481,FALSE,876771526208626688
Twitter for iPhone,"The Dems want to stop tax cuts, good healthcare and Border Security.Their ObamaCare is dead with 100% increases in P's. Vote now for Karen H",Mon Jun 19 12:27:01 +0000 2017,22909,84993,FALSE,876778344636928000
Twitter for iPhone,My heartfelt thoughts and prayers are with the 7 @USNavy sailors of the #USSFitzgerald and their families. ➡️… https://t.co/L3u5c8Iymh,Mon Jun 19 20:15:07 +0000 2017,12454,56016,FALSE,876896144944762880
Twitter for iPhone,"Ralph Norman, who is running for Congress in SC's 5th District, will be a fantastic help to me in cutting taxes, and....",Mon Jun 19 20:27:10 +0000 2017,13012,53526,FALSE,876899176562524160
Twitter for iPhone,....getting great border security and healthcare. #VoteRalphNorman tomorrow!,Mon Jun 19 20:27:27 +0000 2017,8245,40256,FALSE,876899250071904256
Twitter for iPhone,Karen Handle's opponent in #GA06 can't even vote in the district he wants to represent....,Mon Jun 19 20:29:38 +0000 2017,854,2906,FALSE,876899797994790912
Twitter for iPhone,"....because he doesn't live there! He wants to raise taxes &amp; kill healthcare. On Tuesday, #VoteKarenHandel.",Mon Jun 19 20:29:59 +0000 2017,1458,4996,FALSE,876899886272319489
Twitter for iPhone,Karen Handel's opponent in #GA06 can't even vote in the district he wants to represent....,Mon Jun 19 20:34:11 +0000 2017,16696,56264,FALSE,876900944444837890
Twitter for iPhone,"....because he doesn't even live there! He wants to raise taxes and kill healthcare. On Tuesday, #VoteKarenHandel.",Mon Jun 19 20:35:37 +0000 2017,10734,43659,FALSE,876901304207069185
Twitter for iPhone,"It was my great honor to welcome President @JC_Varela &amp; Mrs. Varela from Panama this afternoon.🇺🇸🇵🇦
➡️… https://t.co/770OJj2uYb",Mon Jun 19 21:53:56 +0000 2017,7109,38936,FALSE,876921011668738050
Twitter for iPhone,Melania and I offer our deepest condolences to the family of Otto Warmbier. Full statement: https://t.co/8kmcA6YtFD https://t.co/EhrP4BiJeB,Mon Jun 19 23:44:02 +0000 2017,17317,70714,FALSE,876948721468141573
Twitter for iPhone,"RT @FoxNews: New Poll Shows @POTUS Approval at 50 Percent
https://t.co/FRWlSVvxzQ",Mon Jun 19 23:56:27 +0000 2017,8734,0,TRUE,876951845880688644
Twitter for iPhone,RT @joegooding: What's happening in our country isn't just an assault on our @POTUS @realDonaldTrump it's an assault on the American people…,Mon Jun 19 23:57:48 +0000 2017,5931,0,TRUE,876952186143506432
Twitter for iPhone,"Big day tomorrow in Georgia and South Carolina. ObamaCare is dead. Dems want to raise taxes big! They can only obstruct, no ideas. Vote ""R""",Tue Jun 20 00:45:00 +0000 2017,20698,82229,FALSE,876964061027684352
Twitter for iPhone,"Democrat Jon Ossoff, who wants to raise your taxes to the highest level and is weak on crime and security, doesn't even live in district.",Tue Jun 20 09:49:50 +0000 2017,19250,70567,FALSE,877101173412638720
Twitter for iPhone,"RT @SheriffClarke: Happy Father's Day to all dads. My dad. Like father, like son, @realDonaldTrump supporters to the end. He an Airborne Ra…",Tue Jun 20 09:52:26 +0000 2017,11939,0,TRUE,877101828143542272
Twitter for iPhone,"KAREN HANDEL FOR CONGRESS. She will fight for lower taxes, great healthcare strong security-a hard worker who will never give up! VOTE TODAY",Tue Jun 20 10:02:06 +0000 2017,21313,82075,FALSE,877104262463008771
Twitter for iPhone,The U.S. once again condemns the brutality of the North Korean regime as we mourn its latest victim. Video: https://t.co/Rvm11ZbPk7,Tue Jun 20 16:41:10 +0000 2017,14601,63708,FALSE,877204691851108353
Twitter for iPhone,"While I greatly appreciate the efforts of President Xi &amp; China to help with North Korea, it has not worked out. At least I know China tried!",Tue Jun 20 18:38:11 +0000 2017,18358,83117,FALSE,877234140483121152
Twitter for iPhone,"It was a great honor to welcome President Petro Poroshenko of Ukraine to the @WhiteHouse today with @VP Pence.
➡️… https://t.co/J1ulOd6pYQ",Wed Jun 21 01:42:59 +0000 2017,9130,47291,FALSE,877341043171241984
Twitter for iPhone,Things are looking great for Karen H!,Wed Jun 21 02:21:36 +0000 2017,10188,69998,FALSE,877350761742688256
Twitter for iPhone,"Thank you @FoxNews ""Huge win for President Trump and GOP in Georgia Congressional Special Election.""",Wed Jun 21 02:33:40 +0000 2017,18523,91654,FALSE,877353797760286720
Twitter for iPhone,"Congratulations to Karen Handel on her big win in Georgia 6th. Fantastic job, we are all very proud of you!",Wed Jun 21 02:41:23 +0000 2017,25197,119303,FALSE,877355739383287808
Twitter for iPhone,Ralph Norman ran a fantastic race to win in the Great State of South Carolina's 5th District. We are all honored by your success tonight!,Wed Jun 21 03:12:00 +0000 2017,15716,82411,FALSE,877363446530007040
Twitter for iPhone,"Well, the Special Elections are over and those that want to MAKE AMERICA GREAT AGAIN are 5 and O! All the Fake News, all the money spent = 0",Wed Jun 21 03:48:37 +0000 2017,35330,131758,FALSE,877372660455546880
Twitter for iPhone,"Democrats would do much better as a party if they got together with Republicans on Healthcare,Tax Cuts,Security. Obstruction doesn't work!",Wed Jun 21 10:32:46 +0000 2017,28275,117542,FALSE,877474368661618688
Twitter for iPhone,Just landed in Iowa. See everyone soon! #MAGA🇺🇸,Wed Jun 21 23:04:54 +0000 2017,8273,62038,FALSE,877663648713330688
Twitter for iPhone,Thank you Kirkwood Community College. Heading to the U.S. Cellular Center now for an 8pmE MAKE AMERICA GREAT AGAIN… https://t.co/n6LS32a6Zn,Wed Jun 21 23:48:58 +0000 2017,8820,51527,FALSE,877674738364989440
Twitter for iPhone,Great night in Iowa - special people. Thank you!,Thu Jun 22 11:11:25 +0000 2017,10209,68048,FALSE,877846483021602816
Twitter for iPhone,Former Homeland Security Advisor Jeh Johnson is latest top intelligence official to state there was no grand scheme between Trump &amp; Russia.,Thu Jun 22 13:18:09 +0000 2017,19154,74394,FALSE,877878375045447680
Twitter for iPhone,"By the way, if Russia was working so hard on the 2016 Election, it all took place during the Obama Admin. Why didn't they stop them?",Thu Jun 22 13:22:04 +0000 2017,26454,95899,FALSE,877879361130688512
Twitter for iPhone,...Why did Democratic National Committee turn down the DHS offer to protect against hacks (long prior to election). It's all a big Dem HOAX!,Thu Jun 22 14:01:10 +0000 2017,19755,75311,FALSE,877889199353077760
Twitter for iPhone,"...Why did the DNC REFUSE to turn over its Server to the FBI, and still hasn't? It's all a big Dem scam and excuse for losing the election!",Thu Jun 22 14:08:50 +0000 2017,25178,93519,FALSE,877891129194102785
Twitter for iPhone,I certainly hope the Democrats do not force Nancy P out. That would be very bad for the Republican Party - and please let Cryin' Chuck stay!,Thu Jun 22 14:15:48 +0000 2017,26668,101602,FALSE,877892883352702976
Twitter for iPhone,"With all of the recently reported electronic surveillance, intercepts, unmasking and illegal leaking of information, I have no idea...",Thu Jun 22 16:54:50 +0000 2017,14534,63688,FALSE,877932907137966080
Twitter for iPhone,"...whether there are ""tapes"" or recordings of my conversations with James Comey, but I did not make, and do not have, any such recordings.",Thu Jun 22 16:55:02 +0000 2017,13147,55734,FALSE,877932956458795008
Twitter for iPhone,"As promised, our campaign against the MS-13 gang continues. 

""@ICEgov Busts 39 MS-13 Members in New York Operation""
https://t.co/ki41GXeCMy",Thu Jun 22 21:49:07 +0000 2017,12946,51873,FALSE,878006964072189952
Twitter for iPhone,"Mexico was just ranked the second deadliest country in the world, after only Syria. Drug trade is largely the cause. We will BUILD THE WALL!",Thu Jun 22 22:15:39 +0000 2017,43956,143033,FALSE,878013639613186049
Twitter for iPhone,"I am very supportive of the Senate #HealthcareBill. Look forward to making it really special! Remember, ObamaCare is dead.",Thu Jun 22 22:40:27 +0000 2017,11200,55678,FALSE,878019881353871360
Twitter for iPhone,"Together, we are going to MAKE AMERICA GREAT AGAIN!
#AmericaFirst🇺🇸 https://t.co/MVJbs44AtR",Thu Jun 22 23:12:12 +0000 2017,13160,61765,FALSE,878027873650475008
Twitter for iPhone,We're all thinking of you @SteveScalise! #TeamScalise https://t.co/Yqf6exhm7x,Thu Jun 22 23:27:50 +0000 2017,11857,56627,FALSE,878031806506848256
Media Studio,.@FLOTUS &amp; I were honored to host our first WH Congressional Picnic. A wonderful evening &amp; tradition. @MarineBand:… https://t.co/h5L4myWmam,Fri Jun 23 02:33:37 +0000 2017,10160,54519,FALSE,878078560715538432
Twitter for iPhone,RT @foxnation: .@SenTedCruz: I want to Get to a 'Yes' Vote: https://t.co/g0vafw4ef2,Fri Jun 23 03:00:00 +0000 2017,4312,0,TRUE,878085201494147076
Twitter for iPhone,RT @foxandfriends: POTUS the predictor? President Trump foretold housing upswing in 2012 https://t.co/N3LMDZKTK1,Fri Jun 23 03:02:26 +0000 2017,4730,0,TRUE,878085811941539849
Twitter for iPhone,Will be on @foxandfriends. Enjoy!,Fri Jun 23 10:07:50 +0000 2017,6612,49717,FALSE,878192867847675904
Twitter for iPhone,"I've helped pass and signed 38 Legislative Bills, mostly with no Democratic support, and gotten rid of massive amounts of regulations. Nice!",Fri Jun 23 10:39:50 +0000 2017,25607,121754,FALSE,878200921980891136
Media Studio,"Today, it was a tremendous honor for me to sign the #VAaccountability Act into law, delivering my campaign promise… https://t.co/G0k8nFWqNj",Fri Jun 23 19:56:29 +0000 2017,16739,73540,FALSE,878341007103987712
Media Studio,WEEKLY ADDRESS🇺🇸 https://t.co/P1f12i9Gvt,Fri Jun 23 21:32:29 +0000 2017,12308,49890,FALSE,878365166538285057
Twitter for iPhone,Just out: The Obama Administration knew far in advance of November 8th about election meddling by Russia. Did nothing about it. WHY?,Sat Jun 24 00:43:48 +0000 2017,30820,103975,FALSE,878413313188802560
Twitter for iPhone,"Democrats slam GOP healthcare proposal as Obamacare premiums &amp; deductibles increase by over 100%. Remember keep your doctor, keep your plan?",Sat Jun 24 12:51:33 +0000 2017,20917,81571,FALSE,878596457741287424
Twitter for iPhone,"Since the Obama Administration was told way before the 2016 Election that the Russians were meddling, why no action? Focus on them, not T!",Sat Jun 24 20:28:46 +0000 2017,21460,88955,FALSE,878711517537083392
Twitter for iPhone,"Obama Administration official said they ""choked"" when it came to acting on Russian meddling of election. They didn't want to hurt Hillary?",Sat Jun 24 20:44:36 +0000 2017,23108,88368,FALSE,878715504063643648
Twitter for iPhone,I cannot imagine that these very fine Republican Senators would allow the American people to suffer a broken ObamaCare any longer!,Sat Jun 24 20:50:56 +0000 2017,19519,86830,FALSE,878717095701336064
Twitter for iPhone,MAKE AMERICA GREAT AGAIN!,Sat Jun 24 21:23:52 +0000 2017,46890,162744,FALSE,878725385235701761
Twitter for iPhone,Hillary Clinton colluded with the Democratic Party in order to beat Crazy Bernie Sanders. Is she allowed to so collude? Unfair to Bernie!,Sun Jun 25 12:00:37 +0000 2017,26895,107302,FALSE,878946025662296064
Twitter for iPhone,I am on @foxandfriends - Enjoy!,Sun Jun 25 12:07:41 +0000 2017,4556,29777,FALSE,878947806442119168
